id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
4907,Bartosz Bereszynski,24,1975,0,0.6542009580880404,3,1.3892330275848508,6,15,10,0,D M,Sampdoria,0,0.6542009580880404,3.049872014671564,2.1564206248149276
4912,Paolo Faragò,1,15,0,0.44274187088012695,0,0,2,0,0,0,S,Cagliari,0,0.44274187088012695,0.44274187088012695,0
4920,Matteo Gabbia,6,465,0,0.012990057468414307,0,0.05674639716744423,1,1,3,0,D S,AC Milan,0,0.012990057468414307,0.7778827324509621,0.7211363390088081
4932,Pietro Pellegri,8,150,0,0.13977544382214546,0,0.17693614959716797,3,3,0,0,F S,"AC Milan,Torino",0,0.13977544382214546,0.4982963129878044,0.2300212625414133
4940,Francesco Rossi,1,36,0,0,0,0,0,0,0,0,S,Atalanta,0,0,0,0
4941,Hans Hateboer,9,629,0,1.0223617758601904,0,0.6826859675347805,8,7,1,0,D M S,Atalanta,0,1.0223617758601904,3.9912392795085907,3.3901472594588995
4942,Sofian Kiyine,17,899,0,0.4057796988636255,0,1.5019593127071857,14,15,4,0,F M S,Venezia,0,0.4057796988636255,3.467499613761902,1.964366203173995
4943,Emanuel Vignato,21,523,0,0.27388080582022667,1,1.2379217129200697,5,11,2,0,M S,Bologna,0,0.27388080582022667,2.10500015784055,0.8673654338344932
4952,Filippo Delli Carri,5,330,0,0.18574099242687225,0,0.06588929146528244,4,1,1,0,D S,Salernitana,0,0.18574099242687225,0.16556683462113142,0.08597942721098661
4968,Giorgio Altare,8,562,0,0.845480915158987,0,0,9,0,3,0,D S,Cagliari,0,0.845480915158987,1.8115653675049543,1.7651951313018799
4970,Luca Pellegrini,11,646,0,0.015418068505823612,1,0.9321505762636662,1,9,2,0,D M S,Juventus,0,0.015418068505823612,2.400786656886339,1.6769744232296944
4984,Wladimiro Falcone,8,671,0,0,0,0,0,0,2,0,GK S,Sampdoria,0,0,0.18242505844682455,0.18242505844682455
5025,Alessandro Buongiorno,15,815,0,0.31241599656641483,2,0.591261887922883,4,3,4,0,D S,Torino,0,0.31241599656641483,1.8642883049324155,1.2948711114004254
5103,Martin Hongla,10,331,0,0.029779971577227116,0,0.08417051285505295,2,2,1,0,M S,Verona,0,0.029779971577227116,1.571169295348227,1.4748581945896149
5226,Walace,24,1983,0,0.786047225818038,0,1.9006138853728771,31,23,4,1,M S,Udinese,0,0.786047225818038,5.905646061524749,4.5254301419481635
5246,Diego Demme,14,557,0,0.010721143335103989,0,0.33062767796218395,1,4,4,0,M S,Napoli,0,0.010721143335103989,1.4669759701937437,1.1793959569185972
5509,Hernani,12,550,0,0.1870170310139656,0,0.42013415694236755,5,2,0,0,F M S,Genoa,0,0.1870170310139656,0.540199488401413,0.04177643358707428
5661,Jonathan Ikone,6,192,0,1.1895898953080177,1,0.7765594832599163,5,6,0,0,F S,Fiorentina,0,1.1895898953080177,2.2250815629959106,0.28052832186222076
5699,Dalbert,19,1406,0,1.1297756368294358,1,1.2972542587667704,6,19,8,0,D F M S,Cagliari,0,1.1297756368294358,4.228712346404791,2.341616965830326
5803,Fode Toure,9,434,0,0.27218129858374596,0,0.1317672999575734,2,4,2,0,D S,AC Milan,0,0.27218129858374596,0.7779213413596153,0.6461540348827839
6053,Niki Mäenpää,6,491,0,0,0,0,0,0,1,0,GK S,Venezia,0,0,0.20243675261735916,0.20243675261735916
6108,Rodrigo Bentancur,19,1164,0,0.4962534662336111,2,0.8821830581873655,8,11,1,0,M S,Juventus,0,0.4962534662336111,6.525040922686458,5.512396091595292
6125,Stanislav Lobotka,14,1079,0,0.021809468045830727,0,0.7338376175612211,1,13,1,0,M S,Napoli,0,0.021809468045830727,5.571346540004015,5.000082988291979
6132,Marco Silvestri,23,2070,0,0,0,0.041139716282486916,0,2,1,0,GK,Udinese,0,0,1.6789367441087961,1.6377970278263092
6148,Michaël Cuisance,7,538,0,0.09245236776769161,0,0.3697717562317848,2,5,1,0,M,Venezia,0,0.09245236776769161,1.452121153473854,1.1294784247875214
6159,Gianluca Mancini,24,2096,0,1.82950490526855,0,0.13997123390436172,19,4,11,1,D,Roma,0,1.82950490526855,5.958173289895058,5.875867530703545
6161,Nicolas Haas,16,1010,0,0.5753262722864747,2,0.9834334570914507,7,13,3,0,M S,Empoli,0,0.5753262722864747,3.0378667693585157,2.0251597985625267
6167,Vanja Milinkovic-Savic,25,2250,0,0.07930487394332886,0,0,1,0,3,0,GK,Torino,0,0.07930487394332886,3.777603989467025,3.777603989467025
6169,Giovanni Crociata,1,14,0,0.12483573704957962,0,0,1,0,0,0,S,Empoli,0,0.12483573704957962,0.14327718317508698,0.018441447988152504
6175,Petko Hristov,13,1008,0,0,0,0.10579718556255102,0,2,3,0,D S,Spezia,0,0,2.3438404873013496,2.3299024775624275
6176,Adam Marusic,23,1895,0,0.053492468781769276,1,0.3376656472682953,3,3,4,0,D S,Lazio,0,0.053492468781769276,4.55260896962136,4.201031178236008
6177,Luiz Felipe,24,2122,0,0.3730596713721752,0,0.1546625830233097,5,3,8,1,D,Lazio,0,0.3730596713721752,4.790929598733783,4.6362670082598925
6191,Lorenzo Venuti,12,787,0,0.01730068027973175,0,0.2107243062928319,1,5,1,0,D S,Fiorentina,0,0.01730068027973175,1.9748622309416533,1.8506716322153807
6196,Nicolas Viola,5,85,0,0.01861056312918663,0,0,1,0,0,0,M S,Bologna,0,0.01861056312918663,0.01861056312918663,0
6203,Eddie Salcedo,9,407,0,1.3935230299830437,0,0.183208835311234,14,5,1,0,F M S,Spezia,0,1.3935230299830437,2.31580663472414,0.9830228984355927
6206,Bram Nuytinck,21,1653,0,0.6158246621489525,0,0.27505987975746393,9,2,0,0,D S,Udinese,0,0.6158246621489525,2.8151472341269255,2.549291206523776
6212,Mattia Bani,11,691,0,0.2572372294962406,0,0.03429245576262474,4,1,0,0,D S,Genoa,0,0.2572372294962406,0.24428658746182919,0.24428658746182919
6213,Pawel Jaroszynski,12,485,0,0.062145695090293884,0,0.5457022394984961,2,6,2,0,D S,Salernitana,0,0.062145695090293884,1.008443508297205,0.6393342725932598
6262,Jens Stryger Larsen,11,692,0,0.7249361090362072,1,0.8821039451286197,9,10,0,0,D S,Udinese,0,0.7249361090362072,2.0988861890509725,0.6537568923085928
6296,Abdelhamid Sabiri,3,114,0,0.05512499436736107,0,0.11380761116743088,1,1,0,0,M S,Sampdoria,0,0.05512499436736107,0.39437995478510857,0.22544735297560692
6303,Marvin Zeegelaar,9,407,0,0.06005639210343361,0,0.01227671280503273,1,1,2,0,D S,Udinese,0,0.06005639210343361,0.7320498377084732,0.7320498377084732
6312,Rogerio,18,1468,0,0.36685684602707624,1,1.4202483836561441,13,22,5,0,D S,Sassuolo,0,0.36685684602707624,5.3872229643166065,4.786254055798054
6316,Panagiotis Retsos,4,38,0,0,0,0.03458140045404434,0,1,0,0,D S,Verona,0,0,0.04466250166296959,0.010081100277602673
6324,Marash Kumbulla,11,670,0,0.3698488548398018,0,0.0920515307225287,5,3,4,0,D S,Roma,0,0.3698488548398018,1.2623953856527805,1.2140851095318794
6362,Rick Karsdorp,25,2097,0,0.03905814327299595,1,3.4466516748070717,2,35,6,1,D M S,Roma,0,0.03905814327299595,8.926467381417751,7.120095940306783
6369,Ethan Ampadu,19,1462,0,0.05318942293524742,3,1.3604104742407799,2,13,9,1,D M S,Venezia,0,0.05318942293524742,3.919380689971149,2.750459182076156
6387,Luca Gagliano,2,9,0,0,0,0,0,0,0,0,S,Cagliari,0,0,0,0
6434,Franck Zambo,15,1192,0,1.0313597079366446,0,0.8204292096197605,16,14,4,0,M S,Napoli,0,1.0313597079366446,4.995820228010416,4.077907271683216
6443,Ben Kone,1,83,0,0,0,0.11775068938732147,0,2,0,0,S,Torino,0,0,0.4153265655040741,0.3341316282749176
6464,Adrien Silva,17,1082,0,0.26974930241703987,1,0.3292639721184969,8,8,3,1,M S,Sampdoria,0,0.26974930241703987,5.165899954736233,4.802823058329523
6517,Charalampos Lykogiannis,23,1458,0,0.7217343533411622,0,0.9053170047700405,16,10,1,0,D M S,Cagliari,0,0.7217343533411622,2.850206554867327,2.546295960433781
6551,Damir Ceter,1,4,0,0,0,0,0,0,0,0,S,Cagliari,0,0,0,0
6704,Kingsley Michael,2,81,0,0.010726159438490868,0,0,1,0,0,0,M S,Bologna,0,0.010726159438490868,0.1095143985003233,0.09878824464976788
6806,Rodrigo Becão,23,2057,0,0.3625002494081855,1,0.6214554663747549,12,6,7,0,D,Udinese,0,0.3625002494081855,3.0613204622641206,2.8597689354792237
6849,Rui Patrício,27,2430,0,0,0,0,0,0,1,0,GK,Roma,0,0,3.275400234386325,3.275400234386325
6902,Toma Basic,19,709,0,1.3546115327626467,2,0.8826137781143188,9,2,3,0,M S,Lazio,0,1.3546115327626467,3.1364584397524595,1.3958511911332607
6942,Arthur,13,528,0,0.03650776669383049,0,0.0912708849646151,1,4,2,0,M S,Juventus,0,0.03650776669383049,2.478938049636781,2.3511593844741583
6971,Mitchell Dijks,8,279,0,0.06567213870584965,0,0.16668145637959242,2,3,1,0,D M S,Bologna,0,0.06567213870584965,0.808908830396831,0.5765552241355181
6977,Pietro Terracciano,20,1781,0,0,0,0,0,0,0,0,GK S,Fiorentina,0,0,5.1221623327583075,5.1221623327583075
6982,Ivan Provedel,20,1800,0,0.006714925169944763,0,0,1,0,2,0,GK,Spezia,0,0.006714925169944763,2.787684118375182,2.7809691932052374
6985,Samuel Mráz,2,47,0,0.01276230439543724,0,0,1,0,0,0,S,Spezia,0,0.01276230439543724,0.01276230439543724,0
7002,Giangiacomo Magnani,17,742,0,0.42048434168100357,0,0,5,0,3,1,D S,"Sampdoria,Verona",0,0.42048434168100357,2.0185066144913435,2.0185066144913435
7014,Arkadiusz Reca,16,1152,0,0.5004614386707544,2,2.026770880445838,7,9,3,0,D S,Spezia,0,0.5004614386707544,4.656295076012611,2.546157855540514
7092,Koray Günter,20,1733,0,0.16495522111654282,0,0.7994435131549835,4,7,6,0,D,Verona,0,0.16495522111654282,4.770464935339987,4.6251010382547975
7095,Juan Musso,23,2032,0,0,0,0,0,0,1,1,GK,Atalanta,0,0,1.2491305451840162,1.2491305451840162
7096,Omar Colley,22,1852,0,1.181524595245719,0,0,10,0,5,0,D S,Sampdoria,0,1.181524595245719,2.51511028688401,2.009802701883018
7097,Ronaldo Vieira,5,74,0,0,0,0,0,0,0,0,S,Sampdoria,0,0,0.1265360563993454,0.1265360563993454
7136,Arnór Sigurdsson,7,156,0,0.10580885410308838,0,0.025975972414016724,1,1,0,0,S,Venezia,0,0.10580885410308838,0.20702440291643143,0.07523957174271345
7324,Luca Gemello,1,90,0,0,0,0,0,0,0,0,GK,Torino,0,0,0,0
7387,Dimitris Nikolaou,25,2250,0,0.02712139207869768,0,0.15045052766799927,2,2,5,0,D,Spezia,0,0.02712139207869768,6.036384208127856,5.944920917972922
7411,Nicolo Rovella,19,1423,0,0.54448804538697,3,3.0089904591441154,16,29,4,0,M S,Genoa,0,0.54448804538697,3.2104515358805656,2.0142641561105847
7417,Christian Oliva,4,42,0,0,0,0,0,0,0,0,S,Cagliari,0,0,0,0
7507,Gianluca Gaetano,2,17,0,0,0,0,0,0,0,0,S,Napoli,0,0,0,0
7516,Nehuén Pérez,10,832,0,0.20845262799412012,1,0.5419826917350292,4,4,4,0,D S,Udinese,0,0.20845262799412012,1.635709285736084,1.2285351753234863
7609,Carles Pérez,12,304,0,0.7710949466563761,1,1.0814632400870323,14,11,2,0,M S,Roma,0,0.7710949466563761,2.534566003829241,1.0022824360057712
7625,Manolo Portanova,14,738,0,1.5592249315232038,0,0.28270171396434307,14,6,4,0,M S,Genoa,0,1.5592249315232038,1.7173039000481367,0.24219055473804474
7911,Aleksa Terzic,9,190,0,0,1,0.5602706633508205,0,4,1,0,D S,Fiorentina,0,0,0.7319734506309032,0.17170277051627636
7923,Pawel Dawidowicz,15,1183,0,0.5892601124942303,0,0.22367273271083832,6,6,3,0,D S,Verona,0,0.5892601124942303,3.2769633010029793,3.209863346070051
7931,Takehiro Tomiyasu,1,6,0,0,0,0.0820988193154335,0,1,0,0,S,Bologna,0,0,0.0820988193154335,0.0820988193154335
7933,Jerdy Schouten,6,451,0,0.04726571589708328,1,0.1974159050732851,2,5,1,1,M S,Bologna,0,0.04726571589708328,2.2997770085930824,2.093963585793972
7934,Andreas Skov Olsen,18,732,0,1.2890325635671616,2,0.2816924937069416,7,8,0,0,D M S,Bologna,0,1.2890325635671616,3.4357362892478704,2.2166200913488865
7937,Julian Chabot,11,477,0,0.046056659892201424,0,0,3,0,5,0,D S,Sampdoria,0,0.046056659892201424,0.28686187230050564,0.28686187230050564
7940,Denis Vavro,1,5,0,0,0,0,0,0,0,0,S,Lazio,0,0,0.03739733621478081,0.03739733621478081
7941,André Anderson,4,56,0,0.1357075423002243,0,0,1,0,1,0,S,Lazio,0,0.1357075423002243,0.1357075423002243,0
7943,Igor Julio,18,1193,0,0.09356269240379333,0,0.10988906770944595,2,3,2,0,D S,Fiorentina,0,0.09356269240379333,5.508446924388409,5.406516186892986
7950,Mert Müldür,21,1184,0,0.407294325530529,1,0.19789531268179417,4,4,4,0,D M S,Sassuolo,0,0.407294325530529,4.41491062939167,3.851021091453731
7953,Nahitan Nández,17,1343,0,0.7853118618950248,2,2.3589976094663143,15,18,3,0,M,Cagliari,0,0.7853118618950248,4.811275113373995,2.3530449271202087
7993,Ernesto Torregrossa,10,99,0,0,0,0.06963029131293297,0,2,1,0,S,Sampdoria,0,0,0.18593094125390053,0.13626182451844215
8007,Yildirim Mert Cetin,2,42,0,0,0,0,0,0,0,0,S,Verona,0,0,0,0
8030,Sebastian Walukiewicz,5,284,0,0.5875319838523865,0,0.018917078152298927,1,1,1,0,D S,Cagliari,0,0.5875319838523865,0.05663125868886709,0.05663125868886709
8034,Georgios Kyriakopoulos,20,1238,0,0.9159099403768778,3,2.2499716598540545,21,20,3,0,D M S,Sassuolo,0,0.9159099403768778,5.241913810372353,4.095541751012206
8035,Samuel Di Carmine,1,31,0,0.018341951072216034,0,0,1,0,1,0,S,Verona,0,0.018341951072216034,0,0
8037,Marley Aké,1,3,0,0,0,0,0,0,0,0,S,Juventus,0,0,0,0
8129,Riccardo Calafiori,9,251,0,0.05354848504066467,1,0.6805026531219482,1,1,3,0,D S,"Genoa,Roma",0,0.05354848504066467,1.0381584167480469,0.9846099317073822
8130,Ebrima Darboe,1,65,0,0.0630451887845993,0,0,1,0,0,0,M,Roma,0,0.0630451887845993,0.11433609575033188,0.05129091441631317
8154,Edoardo Vergani,5,79,0,0,0,0,0,0,0,0,M S,Salernitana,0,0,0.08228891342878342,0.08228891342878342
8161,Ebrima Colley,11,388,0,0.7421106658875942,0,1.7311768401414156,12,5,1,0,F M S,Spezia,0,0.7421106658875942,3.4478341415524483,1.025139044970274
8232,Andrea Carboni,22,1768,0,0.4408691078424454,0,0.028917500749230385,7,2,5,0,D S,Cagliari,0,0.4408691078424454,3.211968527175486,3.117911380715668
8252,Nicolás Domínguez,21,1718,0,0.6335789244621992,3,1.452884309925139,14,21,6,0,M S,Bologna,0,0.6335789244621992,6.220876041799784,5.417916191741824
8309,Kristoffer Askildsen,17,723,0,0.3338437667116523,0,0.1275325007736683,8,2,5,0,M S,Sampdoria,0,0.3338437667116523,1.4599409587681293,1.1992987990379333
8313,Pierre Kalulu Kyatengwa,17,946,0,0.38611380755901337,1,0.48948531597852707,4,4,2,0,D S,AC Milan,0,0.38611380755901337,3.8682287260890007,3.119478203356266
8380,Pablo Marí,4,360,0,0,0,0,0,0,0,0,D,Udinese,0,0,0.24276068806648254,0.24276068806648254
8429,Luka Romero,2,11,0,0.014615326188504696,0,0.061856549233198166,1,1,0,0,S,Lazio,0,0.014615326188504696,0.11185538023710251,0.09724005311727524
8475,Bosko Sutalo,13,492,0,0.07719577383249998,0,0.06910325586795807,3,1,0,0,D S,Verona,0,0.07719577383249998,0.7842478295788169,0.7004313580691814
8522,Matteo Lovato,13,822,0,0.08484878018498421,1,0.1370132677257061,3,2,3,0,D S,"Atalanta,Cagliari",0,0.08484878018498421,2.5606187731027603,2.4236054942011833
8584,Raul Moro,11,175,0,0.20327313244342804,1,0.2323825415223837,2,6,0,0,F S,Lazio,0,0.20327313244342804,0.5396678717806935,0.32154263835400343
8639,Brandon Soppy,19,561,0,0.35403255745768547,0,0.18638399243354797,5,5,4,0,D M S,Udinese,0,0.35403255745768547,0.8790485477074981,0.44062140118330717
8819,Mergim Vojvoda,19,1232,0,0.8186393808573484,2,1.9474807791411877,13,11,1,0,D S,Torino,0,0.8186393808573484,6.5075195617973804,3.7900080857798457
8829,Nicolò Casale,25,1755,0,0.4708476886153221,1,0.932662483304739,8,9,5,0,D S,Verona,0,0.4708476886153221,4.433225180953741,3.543915845453739
8830,Ivor Pandur,3,270,0,0,0,0,0,0,0,0,GK,Verona,0,0,0.1775510311126709,0.1775510311126709
8856,Razvan Marin,26,2156,0,1.1181469447910786,3,4.071453113108873,26,51,3,1,M S,Cagliari,0,1.1181469447910786,8.512622779235244,6.042428018525243
8857,Gabriele Zappa,20,990,0,0.2617540303617716,0,0.5614700689911842,5,6,1,1,D M S,Cagliari,0,0.2617540303617716,2.377619469538331,2.010879968293011
8858,Guglielmo Vicario,27,2430,0,0,0,0.011970339342951775,0,1,0,0,GK,Empoli,0,0,4.400522850453854,4.388552509248257
8859,Mikkel Damsgaard,7,517,0,0.43662914261221886,0,0.44712554197758436,11,9,1,0,M S,Sampdoria,0,0.43662914261221886,2.2192302644252777,1.6756895333528519
8870,Sam Lammers,2,34,0,0,0,0,0,0,0,0,S,Atalanta,0,0,0.05857936292886734,0.05857936292886734
8872,Matteo Ruggeri,4,252,0,0.01229463703930378,0,0.034136321395635605,1,1,0,0,D S,Salernitana,0,0.01229463703930378,0.19070884957909584,0.15657252818346024
8881,Lorenzo Montipò,24,2160,0,0,0,0,0,0,1,0,GK,Verona,0,0,0.8470274610444903,0.8470274610444903
8908,Jeroen Zoet,7,630,0,0,0,0,0,0,0,0,GK,Spezia,0,0,0.12392739579081535,0.12392739579081535
8914,Salvador Ferrer,19,1096,0,0.12932804878801107,0,0.33634371776133776,4,10,3,0,D M S,Spezia,0,0.12932804878801107,3.9717839350923896,3.5214077290147543
8915,Luca Vignali,2,87,0,0,0,0,0,0,0,0,D S,Spezia,0,0,0.06694651767611504,0.06694651767611504
8944,Giulio Maggiore,25,2009,0,3.0497769489884377,2,1.9884846461936831,32,25,6,0,M S,Spezia,0,3.0497769489884377,8.21426048129797,4.277765503153205
9001,Martín Satriano,4,30,0,0,0,0.03613342344760895,0,1,0,0,S,Inter,0,0,0,0
9002,Vedat Muriqi,11,186,0,0.8075096569955349,0,0,4,0,1,0,F S,Lazio,0,0.8075096569955349,0.8750352095812559,0.06752554886043072
9036,Nicola Zalewski,5,139,0,0,0,0.02889722678810358,0,2,0,0,D S,Roma,0,0,0.14435668289661407,0.13199585676193237
9071,Matteo Cancellieri,8,149,0,0.0907509233802557,0,0.049092953093349934,2,2,0,0,M S,Verona,0,0.0907509233802557,0.13984387926757336,0
9090,Ardian Ismajli,16,1078,0,0.20986493024975061,0,0.03833361901342869,5,2,5,0,D S,Empoli,0,0.20986493024975061,3.879760105162859,3.828269273042679
9096,Suf Podgoreanu,5,102,0,0.03538389503955841,1,0.03227538615465164,1,1,0,0,M S,Spezia,0,0.03538389503955841,0.5508766323328018,0.48321735113859177
9105,Radu Dragusin,17,967,0,0.12821206636726856,0,0.16051653400063515,3,4,2,0,D S,"Salernitana,Sampdoria",0,0.12821206636726856,0.8548893388360739,0.77917305752635
9107,Giorgio Scalvini,8,164,0,0.06468719989061356,0,0.10963638871908188,1,2,0,0,M S,Atalanta,0,0.06468719989061356,0.27359106577932835,0.09926747716963291
9226,Mihai Valentin Mihaila,2,24,0,0,0,0,0,0,0,0,S,Atalanta,0,0,0.04293109476566315,0.04293109476566315
9329,Riccardo Ciervo,10,213,0,0.0729760006070137,0,0.15958396904170513,3,3,0,0,M S,Sampdoria,0,0.0729760006070137,0.3073363285511732,0.07477636262774467
9410,Ebenezer Annan,1,23,0,0,0,0,0,0,0,0,S,Bologna,0,0,0,0
9419,Bryan Reynolds,1,1,0,0,0,0,0,0,0,0,S,Roma,0,0,0,0
9425,Emil Bohinen,2,22,0,0,0,0,0,0,0,0,S,Salernitana,0,0,0,0
9440,Luca Stanga,1,2,0,0,0,0,0,0,0,0,S,AC Milan,0,0,0,0
9486,Luigi Samele,1,1,0,0,0,0,0,0,0,0,S,Sassuolo,0,0,0,0
9550,Yayah Kallon,14,613,0,1.2289274744689465,1,1.187868231907487,11,11,3,0,F M S,Genoa,0,1.2289274744689465,2.2930735647678375,0.7397113107144833
9842,Laurens Serpe,1,41,0,0,0,0,0,0,0,0,S,Genoa,0,0,0.1671794354915619,0.1671794354915619
9844,Aleksander Buksa,4,57,0,0,0,0,0,0,0,0,S,Genoa,0,0,0,0
9848,Magnus Warming,4,50,0,0,0,0,0,0,0,0,S,Torino,0,0,0.13779133185744286,0.13779133185744286
9854,Kristjan Asllani,12,444,0,0.11854271404445171,0,0.14516330044716597,6,3,2,0,M S,Empoli,0,0.11854271404445171,0.6931133288890123,0.5752899218350649
9855,Mattia Viti,14,1007,0,0.0614142119884491,0,0.0627448819577694,1,2,0,1,D S,Empoli,0,0.0614142119884491,1.4070341046899557,1.3538173492997885
9862,Sydney van Hooijdonk,4,32,0,0,0,0,0,0,0,0,S,Bologna,0,0,0.07931992411613464,0.07931992411613464
9863,Wajdi Kechrida,17,950,0,0.2648331969976425,1,0.5940732788294554,6,13,0,0,D M S,Salernitana,0,0.2648331969976425,1.3393121249973774,0.8538908921182156
9864,Luka Bogdan,6,393,0,0.024909241124987602,0,0,2,0,0,0,D S,Salernitana,0,0.024909241124987602,0.06125863455235958,0.06125863455235958
9867,Ramzi Aya,2,137,0,0.019746750593185425,0,0,1,0,1,0,D,Salernitana,0,0.019746750593185425,0.14635330438613892,0.1266065537929535
9868,Julian Kristoffersen,1,5,0,0.034136321395635605,0,0,1,0,0,0,S,Salernitana,0,0.034136321395635605,0.034136321395635605,0.034136321395635605
9872,Kaio Jorge,9,111,0,0.5311884731054306,0,0.5475999489426613,5,2,0,0,S,Juventus,0,0.5311884731054306,1.014725737273693,0.09522753953933716
9876,Alessandro Zanoli,5,21,0,0,0,0,0,0,0,0,S,Napoli,0,0,0.07728803902864456,0.07728803902864456
9877,Tyronne Ebuehi,14,859,0,0.2903446778655052,0,0.17831918969750404,5,3,1,1,D S,Venezia,0,0.2903446778655052,1.848723616451025,1.4909294545650482
9879,Daan Heymans,7,250,0,0.05498778633773327,1,0.1447866284288466,3,3,4,0,M S,Venezia,0,0.05498778633773327,0.6882788562215865,0.6206429526209831
9880,Dor Peretz,11,332,0,0.7338576689362526,0,0.0591023825109005,3,1,0,0,M S,Venezia,0,0.7338576689362526,0.8170769438147545,0.757974561303854
9881,Luca Fiordilino,7,230,0,0,0,0.07804440148174763,0,3,1,0,M S,Venezia,0,0,0.28665919229388237,0.27369166538119316
9882,Dennis Johnsen,19,1158,0,1.1504415273666382,2,2.6803953032940626,12,21,2,0,F M S,Venezia,0,1.1504415273666382,4.676863498985767,0.9808225892484188
9884,Francesco Di Mariano,1,65,0,0,0,0.018081603571772575,0,1,0,0,F,Venezia,0,0,0.04679890722036362,0.02871730364859104
9885,Tanner Tessmann,17,570,0,0.5620833104476333,0,0.154755474999547,8,3,1,1,M S,Venezia,0,0.5620833104476333,0.894337696954608,0.5107017457485199
9886,Nicolas Galazzi,1,14,0,0,0,0,0,0,0,0,S,Venezia,0,0,0.01822023279964924,0.01822023279964924
9887,Michael Svoboda,12,769,0,0.2224423587322235,0,0,2,0,0,1,D S,Venezia,0,0.2224423587322235,1.8588961772620678,1.8588961772620678
9888,David Schnegg,4,145,0,0,0,0.00853701215237379,0,1,1,0,D S,Venezia,0,0,0.09304589405655861,0.09304589405655861
9889,Bjarki Steinn Bjarkason,1,2,0,0,0,0,0,0,0,0,S,Venezia,0,0,0,0
9892,Matias Viña,21,1504,0,0.6155594307929277,1,1.2115511111915112,11,11,2,0,D M S,Roma,0,0.6155594307929277,4.9434726890176535,3.3292381344363093
9902,Pasquale Mazzocchi,22,1601,0,0.30105115193873644,1,1.7046743938699365,7,10,4,0,D S,"Salernitana,Venezia",0,0.30105115193873644,3.0411080168560147,1.3768878318369389
9906,Antonio Vacca,15,781,0,0.01391178835183382,1,0.0644940510392189,1,3,3,0,M S,Venezia,0,0.01391178835183382,2.6278863437473774,2.5950007624924183
9907,Marco Modolo,4,208,0,0.04027450457215309,0,0,1,0,2,0,D S,Venezia,0,0.04027450457215309,0.2358761839568615,0.2358761839568615
9921,Luis Binks,11,497,0,0.018024949356913567,0,0.012972886674106121,1,1,3,0,D S,Bologna,0,0.018024949356913567,0.7792752906680107,0.761250339448452
9924,Fabiano Parisi,15,823,0,0.41139942966401577,1,0.3476215647533536,11,8,4,0,D S,Empoli,0,0.41139942966401577,3.121407880447805,2.639037562534213
9936,Matheus Henrique,14,389,0,0.12810997664928436,1,0.5050637722015381,3,3,1,0,M S,Sassuolo,0,0.12810997664928436,1.6147798746824265,0.9957308880984783
9939,Francesco Di Tacchio,18,1262,0,0.4259694442152977,0,0.1553551722317934,14,4,3,0,M S,Salernitana,0,0.4259694442152977,1.148084543645382,0.7957512103021145
9965,Matìas Soulè Malvano,2,2,0,0.07796598225831985,0,0,2,0,0,0,S,Juventus,0,0.07796598225831985,0.013689307495951653,0
9982,David Zima,14,838,0,0.5990723669528961,1,0.871034411713481,5,5,2,0,D S,Torino,0,0.5990723669528961,3.4590161107480526,2.2596484757959843
9996,Abdou Harroui,18,379,0,0.4532419228926301,0,0.21037566475570202,11,5,1,0,M S,Sassuolo,0,0.4532419228926301,1.7744989218190312,1.2766143716871738
10012,Jakub Kiwior,12,1064,0,0.06529003102332354,0,0.11904362216591835,3,4,5,0,D M S,Spezia,0,0.06529003102332354,1.7877312651835382,1.6946271895430982
10034,Pablo Galdames,9,359,0,0.1305331103503704,0,0.3712652400135994,5,3,0,0,M S,Genoa,0,0.1305331103503704,1.2379244025796652,0.8498999644070864
10042,Aimar Sher,1,41,0,0,0,0,0,0,0,0,S,Spezia,0,0,0.04764694720506668,0.04764694720506668
10059,Gerard Yepes,3,11,0,0,0,0,0,0,0,0,S,Sampdoria,0,0,0.06725022196769714,0.06725022196769714
10073,Adam Obert,5,268,0,0,0,0,0,0,0,0,D S,Cagliari,0,0,0.031281232833862305,0.031281232833862305
10088,Niklas Pyyhtia,1,17,0,0,0,0,0,0,0,0,S,Bologna,0,0,0,0
10110,Aurélien Nguiamba,2,25,0,0,0,0,0,0,1,0,S,Spezia,0,0,0.056706931442022324,0.056706931442022324
10123,Filippo Distefano,1,1,0,0,0,0,0,0,0,0,S,Fiorentina,0,0,0,0
10139,Mattia Zanotti,1,7,0,0,0,0.12359225749969482,0,1,0,0,S,Inter,0,0,0.12359225749969482,0.12359225749969482
10169,Diego Coppola,2,97,0,0,0,0,0,0,0,0,D S,Verona,0,0,0.018576370552182198,0.018576370552182198
10232,Ruan,4,52,0,0,0,0.08582965284585953,0,1,0,0,S,Sassuolo,0,0,0.26589979976415634,0.18007014691829681
10236,Silvan Hefti,8,649,0,0.13561882078647614,0,0.08013978973031044,4,2,0,0,D S,Genoa,0,0.13561882078647614,2.433740831911564,2.308994635939598
10237,Leo Østigard,5,337,0,0.014208064414560795,0,0,1,0,1,1,D S,Genoa,0,0.014208064414560795,1.0310070682317019,1.0167990010231733
10268,Giorgio Cittadini,2,2,0,0,0,0,0,0,0,0,S,Atalanta,0,0,0,0
